530,SS193,SWISS MAGGIE SEASONING L,,,1,CTNS,67.00,/CTNS,0.000,67.00,7.00
540,SU112,C&H SUGAR *4 LBS*,,,1,CTNS,22.00,/CTNS,0.000,22.00,3.21
550,TA110,CHA BB TAPIOCA PEARL,,5LB,1,CTNS,30.00,/CTNS,0.000,30.00,1.50
560,NO240,HAO HAO MI TOM CHUA,,*BAG*,2,BDL,24.00,/BDL,0.000,48.00,4.50
570,NO240C,HAO HAO ONION SHRIMP mi,,,2,BDL,24.00,/BDL,0.000,48.00,4.50
580,NO331A,MAMA TOMYUM CREAMY NOODLE,,,2,CTNS,46.00,/CTNS,0.000,92.00,12.00
590,FR114A,FR. SQUID TUBE U/5,,*CH*,5,CTNS,20.50,/CTNS,0.000,102.50,20.00
600,FR114,FR. CUTTLEFISH-clean,,U/1,1,CTNS,86.90,/CTNS,0.000,86.90,14.30
610,FR710B,FR. COOK UNPEEL CORN,,3 PC,1,CTNS,37.00,/CTNS,0.000,37.00,11.32
620,FR712,FR. YOUNG SHRED COCONUT,,,2,CTNS,48.00,/CTNS,0.000,96.00,37.60
630,FR901,FR. THAI CORN BLACK,,,1,CTNS,40.00,/CTNS,0.000,40.00,4.00
640,FR179B,OF CA HE TAM GIA VI,,1 PCS,1,CTNS,98.00,/CTNS,0.000,98.00,14.00
650,FR260,H.K. GYOZA DUMPLING,,,1,CTNS,37.00,/CTNS,0.000,37.00,4.00
660,FR116D,FR. SILVER FISH,3/5 W/R,,1,CTNS,97.50,/CTNS,0.000,97.50,12.00
670,FR326B,O'TASTY CHICKN POTSTICKER,,,1,CTNS,36.00,/CTNS,0.000,36.00,8.00
680,FR340,TYJ PASTRY WRAPPER,,"5""",1,CTNS,41.00,/CTNS,0.000,41.00,11.00
690,FR342,TYJ PASTRY WRAPPER,,"8.5""",1,CTNS,41.00,/CTNS,0.000,41.00,11.00
700,FR113A,OF WHT ANCHOVY FISH,,,1,CTNS,65.00,/CTNS,0.000,65.00,27.73
710,UT818,PALLET,,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,,Invoice totals:,,3341.50,593.19

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0734
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770790,Invoice date:,11/20/18,Customer: S037,"SL & SONS PRODUCE, INC.",Sales rep:,14
Order,#:,100405,Order date:,11/20/18,,14831 MORAN STREET
,,,,,Telephone:,714-901-6682
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,FR326,O'TASTY SPRING ROLL SHELL,,60,CTNS,32.00,/CTNS,0.000,1920.00,180.00
20,FR385,MENLO SPRING ROLL WRAPPER,,20,CTNS,22.50,/CTNS,0.000,450.00,57.00
30,RP110,BANH TRANG MY THO,*16CM*,20,CTNS,37.75,/CTNS,0.000,755.00,139.60
40,FR277A,FR. CHUOI XIEM TRAI,2.2LB,5,CTNS,45.00,/CTNS,0.000,225.00,65.00
,,,,,,,Invoice totals:,,3350.00,441.60

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0735
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770791,Invoice date:,11/20/18,Customer: J004,JDJ TRADING COMPANY,Sales rep:,17
Order,#:,100420,Order date:,11/20/18,,"1612 CHICO AVE, STE C"
,,,,,Telephone:,909-342-8172
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,SA100,LKK OYSTER SAUCE,,18 OZ,4,CTNS,35.00,/CTNS,0.000,140.00,18.00
20,COF109AA,TRUNG NGUYEN COFEE,,*100ST,20,CTNS,50.00,/CTNS,0.000,1000.00,313.80
30,COF109AA,TRUNG NGUYEN COFEE,,*100ST,2,CTNS,0.00,/CTNS,0.000,0.00,68.62-
40,COF104A,TRUNG NGUYEN PURE BLACK,,,4,EACH,25.45,/CTNS,0.000,101.80,35.32
50,COF161,VINA,3IN1 CAFE,*20 SACH*,40,CTNS,44.00,/CTNS,0.000,1760.00,416.00
60,COF161,VINA,3IN1 CAFE,*20 SACH*,4,CTNS,0.00,/CTNS,0.000,0.00,134.40-
,,,,,,,,Invoice totals:,,3001.80,580.10

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0736
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770792,Invoice date:,11/20/18,Customer: B016,BALIWAGS FOOD DISTRIBUTON,Sales rep:,15
Order,#:,100421,Order date:,11/20/18,,8211 HAZELTINE AVE.
,,,,,Telephone:,818-304-2450 TEXT
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,Qty-shipped,,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,FR708,,FR. VN GRATED COCONUT,2,CTNS,54.00,/CTNS,0.000,108.00,38.40
,,,,,,,Invoice totals:,,108.00,38.40

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0737
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770793,Invoice date:,11/19/18,Customer: ASIM,PAN-ASIA MARKET II (MO),Sales rep:,7
Order,#:,100424,Order date:,11/20/18,,14246 MANCHESTER Rd
,,,,,Telephone:,402-415-1188
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,WK101,WOO KEE FRESH RICE STICK,,,10,BAGS,1.52,/BAGS,0.000,15.20,2.20
20,WK102,WOO KEE BANH CANH XANH,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
30,WK103,WOO KEE BANH CANH DO,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
40,WK104,WOO KEE BANH BOT LOC,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
50,WK106,WOO KEE FRESH RICE NOODLE,,,10,BAGS,2.20,/BAGS,0.000,22.00,2.00
60,WK107,WOO KEE FRESH RICE ROLLS,,,10,TRAY,1.90,/TRAY,0.000,19.00,2.00
70,WK108,WOO KEE FRESH RICE ROLLS,,,10,EACH,2.10,/TRAY,0.000,21.00,2.00
80,FR377,SO.CAL. FRESH EGG NOODLE,,,2,CTNS,48.00,/CTNS,0.000,96.00,9.00
90,FR377A,SO.CAL. FRESH EGG NOODLE,,,2,CTNS,48.00,/CTNS,0.000,96.00,9.00
100,BR116,NEW CHOICE BEEF BROTH,,14z,3,CTNS,6.50,/CTNS,0.000,19.50,1.95
110,FR308,FRESH DONUT long (DAU CHA,,,10,CTNS,51.50,/CTNS,0.000,515.00,47.00
120,CC113,AROY-D UHT COCONUT CREAM,,,5,CTNS,24.00,/CTNS,0.000,120.00,22.50
130,CF161A,AROY-D QUAIL EGG,,,1,CTNS,36.00,/CTNS,0.000,36.00,7.50
140,CO158A,HELLO KITTY STRAWBERRY,,,1,CTNS,28.00,/CTNS,0.000,28.00,3.00
150,CO158B,HELLO KITTY CHOCOLATE,,,1,CTNS,28.00,/CTNS,0.000,28.00,3.00
160,CO247,EURO PANDAN CAKE,,,1,CTNS,18.00,/CTNS,0.000,18.00,2.50
170,COF102,TRUNG NGUYEN COFFEE culi,,,1,CTNS,75.00,/CTNS,0.000,75.00,7.00
180,DD141,VT BOT BANH XEO,,,1,CTNS,22.50,/CTNS,0.000,22.50,7.28
190,DV153,BLACK FUNGUS STRIP,2.5 oz,,1,CTNS,76.00,/CTNS,0.000,76.00,7.00
200,DV200B,AROY-D TAMARIND PASTE,,,1,CTNS,36.00,/CTNS,0.000,36.00,16.00
210,FD250,LAL WHITE BEAN IN BRINE,,,1,CTNS,21.00,/CTNS,0.000,21.00,7.01
220,FS200,RED BOAT FISH SAUCE,*L*,,1,CTNS,68.00,/CTNS,0.000,68.00,10.00
230,KS119,SK CA RI NI 2oz (BAG),,,1,CTNS,26.50,/CTNS,0.000,26.50,2.50
240,NO105,SAFOCO MI TRUNG CAO CAP,,,1,CTNS,17.50,/CTNS,0.000,17.50,6.93
250,NO105E,SAFOCO VEGETABLE NOODLE,,,1,CTNS,29.00,/CTNS,0.000,29.00,8.57
260,NO147A,GOOD PORK VERMICELI PINK,,,1,CTNS,25.50,/CTNS,0.000,25.50,3.00
270,NO240,HAO HAO MI TOM CHUA,*BAG*,,3,BDL,24.00,/BDL,0.000,72.00,6.75
280,NO240A,HAO HAO ONION SATE,*BAG*,,2,BDL,24.00,/BDL,0.000,48.00,4.50
290,NO240C,HAO HAO ONION SHRIMP mi,,,2,BDL,24.00,/BDL,0.000,48.00,4.50
300,NO396D,INDO MI ONION CHICKEN,,,5,CTNS,8.90,/CTNS,0.000,44.50,5.10
310,PA143,LAL GIA VI BUN RIEU CUA,,,1,CTNS,38.00,/CTNS,0.000,38.00,10.00
320,PA143BB,LAL SHRIMP PASTE SOYB OIL,,,1,CTNS,55.00,/CTNS,0.000,55.00,14.00
330,PW210,S & B WASABI IN TUBE,*S*,,2,PACK,13.00,/PACK,0.000,26.00,4.34
340,RI100,KODA SWEET RICE 5 LBS,,,1,CTNS,74.00,/CTNS,0.000,74.00,7.00
350,RS230,COF JIANGXI VERMICE,*M*,,1,CTNS,59.00,/CTNS,0.000,59.00,5.00
360,SA110,LKK BLACK BEAN GARLIC,,13z,1,CTNS,28.00,/CTNS,0.000,28.00,1.70
370,SA116,LKK CHIU CHOW chili oil,,,1,CTNS,30.00,/CTNS,0.000,30.00,3.70
380,SA153,LKK PEANUT FLAV. SAUCE,,,1,CTNS,21.00,/CTNS,0.000,21.00,3.25
390,SS128,NAM DUONG SOY SAUCE,*L*,,1,CTNS,37.00,/CTNS,0.000,37.00,12.11
400,SU111,LUCKY C BROWN CANDY,,,1,CTNS,42.00,/CTNS,0.000,42.00,11.05
410,FR114A,FR. SQUID TUBE U/5,*CH*,,10,CTNS,20.50,/CTNS,0.000,205.00,40.00
420,FR794,VEGE F GLUTEN RING,*M26K*,,1,CTNS,67.00,/CTNS,0.000,67.00,7.00
430,FR901,FR. THAI CORN BLACK,,,1,CTNS,40.00,/CTNS,0.000,40.00,4.00
440,GR203,VI HUONG PORK MEAT LOAF,,,1,CTNS,50.00,/CTNS,0.000,50.00,5.00
450,GR400A,Q-HUONG PORK BALL BBQ,,2LB,2,CTNS,62.00,/CTNS,0.000,124.00,12.00
460,FR326A,O'TASTY PORK POTSTICKER,,,2,CTNS,36.00,/CTNS,0.000,72.00,16.00

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0738
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770793,Invoice date:,11/19/18,Customer: ASIM,PAN-ASIA MARKET II (MO),Sales rep:,7
Order,#:,100424,Order date:,11/20/18,,14246 MANCHESTER Rd
,,,,,Telephone:,402-415-1188
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
470,FR356,FR. MILKFISH BELLY (MBLY),,1,CTNS,185.00,/CTNS,0.000,185.00,19.00
480,FR400,FR. QUAIL-JUMBO,6PK,2,CTNS,46.00,/CTNS,0.000,92.00,19.28
490,FR488,GP BEEF TENDON BALL,,1,CTNS,64.00,/CTNS,0.000,64.00,6.00
500,FR499,FR. TROPIC GRATED CASSAVA,,1,CTNS,32.00,/CTNS,0.000,32.00,6.00
510,FR706,FR. GRATED CASSAVA,*VN*,2,CTNS,23.00,/CTNS,0.000,46.00,17.20
520,FR706A,FR. CASSAVA WHOLE,*VN*,1,CTNS,30.00,/CTNS,0.000,30.00,9.00
530,FR708,FR. VN GRATED COCONUT,,1,CTNS,54.00,/CTNS,0.000,54.00,19.20
540,FR144,PAMPANGA SWEET SAUSAGE,,2,CTNS,67.00,/CTNS,0.000,134.00,14.00
550,FR168,SAIGON EGGROLLS SHRIMP &,,1,CTNS,227.00,/CTNS,0.000,227.00,37.00
560,FR312,LAF PANDAN LEAVE (LA DUA),,1,CTNS,36.00,/CTNS,0.000,36.00,14.80
570,UT818,PALLET,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,Invoice totals:,,3558.80,534.02

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0739
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770794,Invoice date:,11/19/18,Customer: W015,WESTERN MICHIGAN SUPPLY,Sales rep:,17
Order,#:,100427,Order date:,11/13/18,,4495 AIRWEST DR.
,,,,,Telephone: CELL,616-818-5878
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,FS192,TIPAROS FISH SAUCE round.,,18,CTNS,16.50,/CTNS,0.000,297.00,45.00
20,CI163A,LAL DRIED CHILLI,5LB THAI,4,CTNS,100.00,/CTNS,0.000,400.00,88.00
30,RP129,NP SUPER THIN PAPER,22CM,6,CTNS,45.00,/CTNS,0.000,270.00,75.30
40,RP111C,BANH TRANG MY THO,*28CM*,2,CTNS,41.50,/CTNS,0.000,83.00,21.46
50,RS190B,BKK ELE RICE STICK,5MM-L,9,CTNS,28.00,/CTNS,0.000,252.00,45.00
60,RS190C,BKK ELE RICE STIK,10MM-XL,14,CTNS,28.00,/CTNS,0.000,392.00,70.00
70,RS190A,BKK ELE RICE STICK,3MM-M,126,CTNS,28.00,/CTNS,0.000,3528.00,630.00
80,UT818,PALLET,,3,CTNS,7.00,/CTNS,0.000,21.00,4.50
,,,,,,,Invoice totals:,,5243.00,979.26

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0740
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770795,Invoice date:,11/20/18,Customer: LUCKYO,LUCKY ORIENTAL MARKET,,Sales rep:,7
Order,#:,100403,Order date:,11/20/18,,1661 E,6TH ST STE A
,,,,,Telephone:,951-567-4088,HP
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,MS101,AJINOMOTO MSG (BAGS),,,1,CTNS,77.00,/CTNS,0.000,77.00,8.90
30,CF212,AROY-D COCONUT GEL,,,1,CTNS,21.00,/CTNS,0.000,21.00,5.00
40,BN101A,AROY-D PEELED SPLIT MUNG,,,1,CTNS,52.00,/CTNS,0.000,52.00,16.85
60,FR350,BMK MEAT BALL,,,1,CTNS,66.00,/CTNS,0.000,66.00,6.00
70,NO321,UDON BEEF FLAVOR,,,1,CTNS,16.50,/CTNS,0.000,16.50,1.75
80,CH121,CALBEE SHRIMP CHIPS,,4 OZ,2,CTNS,12.50,/CTNS,0.000,25.00,3.00
120,FR701,FR. PALM NUT (L. ELEPHANT,,,1,CTNS,85.00,/CTNS,0.000,85.00,45.40
130,FL170,ERAWAN GLUTINOUS FLOUR  .,,,1,CTNS,16.00,/CTNS,0.000,16.00,1.50
140,NO160,EXCELLENT NOODLE,*16 OZ*,,1,EACH,52.00,/CTNS,0.000,52.00,6.00
180,FR400,FR. QUAIL-JUMBO 6PK,,,1,CTNS,46.00,/CTNS,0.000,46.00,9.64
190,CO255I,GARDEN CAPPUCCINO WAFER,,,1,CTNS,26.50,/CTNS,0.000,26.50,2.50
200,GR301,GREAT WALL BEEF TENDON,,,1,CTNS,61.00,/CTNS,0.000,61.00,6.00
230,HM140,KYJ CHINESE SAUSAGE,,,1,CTNS,117.00,/CTNS,0.000,117.00,14.00
240,SA105,LKK HOISIN SAUCE,*20 OZ*,,2,CTNS,18.50,/CTNS,0.000,37.00,4.20
260,SS155,MAEKRUA OYSTER SAUCE,,*L*,1,CTNS,22.00,/CTNS,0.000,22.00,2.00
270,VI110,MARUKAN S'SND VINEGAR,,*L*,1,CTNS,27.50,/CTNS,0.000,27.50,2.79
280,PA180,MAE PLOY RED CURRY,,14oz,1,CTNS,42.00,/CTNS,0.000,42.00,5.00
310,CH130,M.POLO SHRIMP CHIP ORIGIN,,,1,CTNS,17.50,/CTNS,0.000,17.50,1.75
340,CI191,PANTAI SWT CHILI SAUCE,,*S,1,CTNS,32.00,/CTNS,0.000,32.00,5.77
350,BR120,QUOC VIET PHO BO,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
360,BR108,TEMPLE SOUP PHO BAC,,,1,CTNS,16.50,/CTNS,0.000,16.50,1.55
370,NO324,UDON SHRIMP FLAVOR,,,1,CTNS,16.50,/CTNS,0.000,16.50,1.75
380,PA129,KAMAYAN SHRIMP PST,,*S-R*,1,CTNS,77.00,/CTNS,0.000,77.00,7.00
,,,,,,,,Invoice totals:,,1051.00,168.55

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0741
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770796,Invoice date:,11/16/18,Customer: MAY FOOD,MAY FOOD PRODUCE WHOLESAL,Sales rep:,14
Order,#:,100434,Order date:,11/20/18,,1808 BASTROP STREET
,,,,,Telephone:,713-223-8630
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,CC170,SAVOY COCONUT CREAM,,50,CTNS,31.00,/CTNS,0.000,1550.00,175.00
20,FR710B,FR. COOK UNPEEL CORN,3 PC,72,CTNS,37.00,/CTNS,0.000,2664.00,815.04
30,UT818,PALLET,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,Invoice totals:,,4228.00,993.04

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0742
,,,,,,,,I N V O I C E,H I S T O R Y,,B Y,I N V O I C E
Invoice,#:,770797,Invoice date:,,11/16/18,,,,Customer: H025,,HONG KONG DISTRIBUTION,,,Sales rep:,5
Order,#:,100436,Order date:,,11/20/18,,,,,,3028 EAST,18 TH ST
,,,,,,,,,Telephone:,,913-568-8184 CELL/NHU
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,,,,Qty-shipped,,Unit price,,Lin-disc%,,Ext-price,Gross-margin
10,RI109,,DEER JASMINE RICE BAO BO,,,,,,20,BAGS,,43.00,/BAGS,0.000,860.00,60.00
20,RI108,,DEER JASMINE RICE BAO BO,,,,,,100,BAGS,,22.00,/BAGS,0.000,2200.00,200.00
30,PA154,,MAESRI PRIK KHING CURRY,,,,,,2,CTNS,,42.00,/CTNS,0.000,84.00,10.00
40,PA162,,MAESRI MASAMAN CURRY,,,,,,3,CTNS,,42.00,/CTNS,0.000,126.00,15.00
50,NO199,,N-SHIM UDON BOWL NOODLE,,,,,,3,CTNS,,11.50,/CTNS,0.000,34.50,5.25
60,CF224,,AROY-D JACKFRUIT,,,,,,10,CTNS,,30.00,/CTNS,0.000,300.00,70.00
70,CF222,,AROY-D LONGAN IN SYRUP,,,,,,10,CTNS,,35.00,/CTNS,0.000,350.00,80.00
80,DD100,,KTT GV NAU PHO HOA A-25,,,,,,4,CTNS,,30.00,/CTNS,0.000,120.00,12.00
90,PC154,,LAL PKL GARLIC,,,,,,1,CTNS,,42.00,/CTNS,0.000,42.00,7.84
100,SA105,,LKK HOISIN SAUCE,,,*20 OZ*,,,110,CTNS,,18.50,/CTNS,0.000,2035.00,231.00
110,SS161,,ABC .MEDIUM SWEET SOY SCE,,,,,,3,CTNS,,35.00,/CTNS,0.000,105.00,10.50
120,NO331,,MAMA TOMYUM NOODLE (BAG),,,,,,3,CTNS,,44.00,/CTNS,0.000,132.00,12.00
130,SA101,,LKK OYSTER SAUCE,,,32 OZ,,,2,CTNS,,35.00,/CTNS,0.000,70.00,11.00
140,SA110,,LKK BLACK BEAN GARLIC,,,,,13z,3,CTNS,,28.00,/CTNS,0.000,84.00,5.10
150,PW322,,MAMA.SITA OYSTER SAUCE*L*,,,,,,2,CTNS,,45.50,/CTNS,0.000,91.00,8.60
160,BR131,,QUOC VIET PHO BO,,,*L*,,,5,CTNS,,84.00,/CTNS,0.000,420.00,42.00
170,BR125A,,QUOC VIET HU TIEU,,,*L*,,,1,CTNS,,84.00,/CTNS,0.000,84.00,8.40
180,UT818,,PALLET,,,,,,3,CTNS,,7.00,/CTNS,0.000,21.00,4.50
,,,,,,,,,,,,,Invoice totals:,,7158.50,793.19

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0743
,,,,,,,,I N V O I C E,H I S T O R Y,,B Y,I N V O I C E
Invoice,#:,770798,Invoice date:,,11/19/18,,,,Customer: ASI,,ASIAN MARKET,,,Sales rep:,7
Order,#:,100430,Order date:,,11/20/18,,,,,,321 N.,76TH STREET
,,,,,,,,,Telephone: MR. HONG,,,ZHENG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,,,,Qty-shipped,,Unit price,,Lin-disc%,,Ext-price,Gross-margin
10,BL102,,LUCIA DRIED TARO LEAVES,,,,,,1,CTNS,,33.00,/CTNS,0.000,33.00,3.00
20,BN122,,WOR FUNG BLACK SESAME,,,,,,1,CTNS,,102.00,/CTNS,0.000,102.00,12.00
30,BR103A,,LAL VEGETABLE BROTH,,,,*XL*,,1,CTNS,,20.00,/CTNS,0.000,20.00,5.98
40,BR115A,,NEW CHOICE CHICKEN NO MSG,,,,,,1,CTNS,,5.80,/CTNS,0.000,5.80,0.60
50,BR120,,QUOC VIET PHO BO,,,*S*,,,1,CTNS,,102.00,/CTNS,0.000,102.00,10.20
60,BR128,,QUOC VIET BUN RIEU CUA,,,,,*S,1,CTNS,,102.00,/CTNS,0.000,102.00,10.20
70,BS122,,AROY-D BBS STRIP,,,19oz,,,1,CTNS,,23.00,/CTNS,0.000,23.00,6.36
80,BS170,,LAL SOUR BBS,,4 LBS,,,,3,CTNS,,16.00,/CTNS,0.000,48.00,18.15
90,NO331A,,MAMA TOMYUM CREAMY NOODLE,,,,,,2,CTNS,,46.00,/CTNS,0.000,92.00,12.00
100,CA132,,CHACHA SUNFLOWER-SPICY,,,,,,3,CTNS,,31.50,/CTNS,0.000,94.50,9.00
110,CA224,,KOPIKO CAPUCINO CANDY (B),,,,,,2,CTNS,,19.00,/CTNS,0.000,38.00,4.00
120,CF270,,LAL RAMBUTAN SYRUP,,,,,,1,CTNS,,46.00,/CTNS,0.000,46.00,11.50
130,CH101A,,MINH P JACKFRUIT CHIP,,,,,,1,CTNS,,49.00,/CTNS,0.000,49.00,11.86
140,CI240,,LKK CHILI OIL,,,,,,2,CTNS,,22.00,/CTNS,0.000,44.00,7.00
150,CO114A,,BUTTER COCONUT BISCUIT,,,,,,1,CTNS,,21.00,/CTNS,0.000,21.00,3.73
160,CO158B,,HELLO KITTY CHOCOLATE,,,,,,1,CTNS,,28.00,/CTNS,0.000,28.00,3.00
170,CO248B,,HUP SENG CREAM CRACKERS,,,,,,1,CTNS,,16.00,/CTNS,0.000,16.00,2.50
180,CO280B,,LAYER CAKE BUTTER,,,,,,1,CTNS,,37.00,/CTNS,0.000,37.00,4.00
190,CO350A,,LOTTE CUSTARD CAKE,,,,*L*,,2,CTNS,,22.00,/CTNS,0.000,44.00,5.60
200,COF109C,,TRUNG NGUYEN COFEE,,,,*20PK,,2,CTNS,,48.00,/CTNS,0.000,96.00,27.00
201,COL001,,BIGEN,#46,*LIGHT CHESTNUT,,,,1,DOZ,,35.00,/DOZ,0.000,35.00,5.00
210,CV163,,PIGEON ACRID SWEET GREEN,,,,,,1,CTNS,,24.00,/CTNS,0.000,24.00,2.33
220,DV225,,LUCKY C BEANCURD STICKS,,,,,,1,CTNS,,75.00,/CTNS,0.000,75.00,10.75
230,DV226,,LAL FRIED BEANCURD SHEETS,,,,,,1,CTNS,,38.00,/CTNS,0.000,38.00,12.80
240,DV400B,,NK CINNAMON STICKS,,,,,,1,CTNS,,40.00,/CTNS,0.000,40.00,4.00
250,FD354,,YEO'S ICE GREEN TEA pbox,,,,,,1,CTNS,,8.00,/CTNS,0.000,8.00,1.75
260,FD370,,YEO'S SOYBEAN DRINK,,,,1L,,10,CTNS,,12.00,/CTNS,0.000,120.00,12.00
270,FD370,,YEO'S SOYBEAN DRINK,,,,1L,,1,CTNS,,0.00,/CTNS,0.000,0.00,10.80-
280,FP121,,LKK FINE SHRIMP SAUCE,,,,,8z,1,CTNS,,30.00,/CTNS,0.000,30.00,2.45
290,FS240,,MEGACHEF PRE FISH SAUCE,,,,,,1,CTNS,,24.00,/CTNS,0.000,24.00,3.50
300,NO105,,SAFOCO MI TRUNG CAO CAP,,,,,,1,CTNS,,17.50,/CTNS,0.000,17.50,6.93
310,NO160,,EXCELLENT NOODLE,,,*16 OZ*,,,1,EACH,,52.00,/CTNS,0.000,52.00,6.00
320,OI123,,PEANUT OIL,,(2000 ML),,,,1,CTNS,,74.00,/CTNS,0.000,74.00,8.00
330,PA113C,,THAI BOY TOMYUM SOUR,,,,,17.5,1,CTNS,,60.00,/CTNS,0.000,60.00,60.00
340,PA129,,KAMAYAN SHRIMP PST,,,,*S-R*,,1,CTNS,,77.00,/CTNS,0.000,77.00,7.00
350,PA143AA,,LAL CRAB PASTE W SOYB OIL,,,,,,1,CTNS,,55.00,/CTNS,0.000,55.00,14.00
360,PA173,,NF SHRIMP PASTE,,13 OZ,,,,1,CTNS,,71.00,/CTNS,0.000,71.00,7.00
370,PA209,,LAL PKL SPLINTER CAPARID,,,,,,1,CTNS,,24.00,/CTNS,0.000,24.00,7.50
380,PW211,,S & B WASABI IN TUBE,,,,,*L*,2,PACK,,22.00,/PACK,0.000,44.00,6.34
390,SA148A,,LKK SRIRACHA MAYO,,,,*L*,,2,CTNS,,29.40,/CTNS,0.000,58.80,9.80
400,SA151,,LKK SPICY BEAN SAUCE mapo,,,,,,1,CTNS,,28.50,/CTNS,0.000,28.50,5.65
410,SA117,,LKK PREMIUM TABLE,,,5 OZ,,,1,CTNS,,8.00,/CTNS,0.000,8.00,1.12
420,SA118C,,LKK LESS SODIUM SOY SAUCE,,,,,,1,CTNS,,11.00,/CTNS,0.000,11.00,3.25
430,SA134,,LKK CHILI BEAN SAUCE,,,,,8oz,1,CTNS,,24.00,/CTNS,0.000,24.00,4.84
440,SA136,,LKK GINGER MINCED FRESH,,,,,,1,CTNS,,26.00,/CTNS,0.000,26.00,3.00
450,PW502,,GC MANGO PUDDING MIX,,,,,,1,CTNS,,27.00,/CTNS,0.000,27.00,3.00

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0744
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770798,Invoice date:,11/19/18,Customer: ASI,ASIAN MARKET,,Sales rep:,7
Order,#:,100430,Order date:,11/20/18,,321 N.,76TH STREET
,,,,,Telephone: MR. HONG,,ZHENG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
460,PW503,GC COCONUT GELATIN DESSER,,,1,CTNS,27.00,/CTNS,0.000,27.00,3.00
